time,block_index,position,velocity,acceleration
0.0670,65,67.273437,0.000000,-0.000000
0.0670,66,68.387039,0.000000,0.000000
0.0670,67,69.205714,0.000000,0.000000
0.0670,68,70.304260,0.000000,-0.000000
0.0670,69,71.387302,0.000000,0.000000
0.0670,70,72.580560,0.000000,0.000000
0.0670,71,73.701861,0.000000,0.000000
0.0670,72,74.636005,0.000000,0.000000
0.0670,73,75.523527,0.000000,0.000000
0.0670,74,76.462761,0.000000,-0.000000
0.0670,75,77.342878,0.000000,0.000000
0.0670,76,78.163219,0.000000,-0.000000
0.0670,77,79.151623,0.000000,0.000000
0.0670,78,80.142670,0.000000,0.000000
0.0670,79,81.255726,0.000000,0.000000
0.0670,80,82.379637,0.000000,0.000000
0.0670,81,83.302948,0.000000,0.000000
0.0670,82,84.391855,0.000000,0.000000
0.0670,83,85.404436,0.000000,-0.000000
0.0670,84,86.438222,0.000000,0.000000
0.0670,85,87.587929,0.000000,-0.000000
0.0670,86,88.689397,0.000000,0.000000
0.0670,87,89.639051,0.000000,0.000000
0.0670,88,90.535502,0.000000,-0.000000
0.0670,89,91.360956,0.000000,0.000000
0.0670,90,92.265597,0.000000,-0.000000
0.0670,91,93.178666,0.000000,0.000000
0.0670,92,94.148452,0.000000,0.000000
0.0670,93,95.304725,0.000000,0.000000
0.0670,94,96.146072,0.000000,0.000000
0.0670,95,97.118047,0.000000,0.000000
0.0670,96,97.945442,0.000000,0.000000
0.0670,97,98.857971,0.000000,-0.000000
0.0670,98,99.933303,0.000000,0.000000
0.0670,99,100.958578,0.000000,0.000000
0.0840,0,1.582993,-1.585124,-16.552156
0.0840,1,2.299905,0.615754,5.892640
0.0840,2,3.380641,0.017742,0.617153
0.0840,3,4.333429,0.000149,0.008898
0.0840,4,5.300308,0.000001,0.000043
0.0840,5,6.415855,0.000000,0.000000
0.0840,6,7.582256,0.000000,0.000000
0.0840,7,8.594981,0.000000,0.000000
0.0840,8,9.604565,0.000000,0.000000
0.0840,9,10.789159,0.000000,0.000000
0.0840,10,11.693296,0.000000,0.000000
0.0840,11,12.668245,0.000000,0.000000
0.0840,12,13.548620,0.000000,0.000000
0.0840,13,14.658091,0.000000,0.000000
0.0840,14,15.647715,0.000000,0.000000
0.0840,15,16.828535,0.000000,0.000000
0.0840,16,17.725294,0.000000,0.000000
