time,kinetic_energy,potential_energy,total_energy
11.5670,0.244340,0.255660,0.500000
11.5840,0.244574,0.255425,0.500000
11.6010,0.244858,0.255142,0.500000
11.6170,0.245167,0.254833,0.500000
11.6340,0.245537,0.254462,0.500000
11.6510,0.245947,0.254053,0.500000
11.6670,0.246365,0.253635,0.500000
11.6840,0.246839,0.253160,0.500000
11.7010,0.247341,0.252659,0.500000
11.7170,0.247833,0.252166,0.500000
11.7340,0.248374,0.251626,0.500000
11.7510,0.248926,0.251073,0.500000
11.7670,0.249454,0.250546,0.500000
11.7840,0.250016,0.249983,0.500000
11.8010,0.250577,0.249423,0.500000
11.8170,0.251097,0.248903,0.500000
11.8340,0.251637,0.248362,0.500000
11.8510,0.252160,0.247839,0.500000
11.8670,0.252633,0.247367,0.500000
11.8840,0.253109,0.246891,0.500000
11.9010,0.253554,0.246445,0.500000
11.9170,0.253942,0.246058,0.500000
11.9340,0.254317,0.245683,0.500000
11.9510,0.254651,0.245349,0.500000
11.9670,0.254925,0.245075,0.500000
11.9840,0.255170,0.244829,0.500000
12.0010,0.255367,0.244632,0.500000
12.0170,0.255507,0.244493,0.500000
12.0340,0.255605,0.244394,0.500000
12.0510,0.255652,0.244348,0.500000
12.0670,0.255648,0.244351,0.500000
12.0840,0.255594,0.244406,0.500000
12.1010,0.255488,0.244512,0.500000
12.1170,0.255343,0.244657,0.500000
12.1340,0.255142,0.244858,0.500000
12.1510,0.254894,0.245106,0.500000
12.1670,0.254620,0.245379,0.500000
12.1840,0.254290,0.245710,0.500000
12.2010,0.253921,0.246079,0.500000
12.2170,0.253543,0.246457,0.500000
12.2340,0.253110,0.246889,0.500000
12.2510,0.252651,0.247348,0.500000
12.2670,0.252199,0.247801,0.500000
12.2840,0.251700,0.248299,0.500000
12.3010,0.251188,0.248812,0.500000
12.3170,0.250698,0.249302,0.500000
12.3340,0.250173,0.249827,0.500000
12.3510,0.249649,0.250351,0.500000
12.3670,0.249160,0.250839,0.500000
12.3840,0.248651,0.251349,0.500000
12.4010,0.248156,0.251844,0.500000
12.4170,0.247707,0.252292,0.500000
12.4340,0.247253,0.252747,0.500000
12.4510,0.246826,0.253174,0.500000
12.4670,0.246452,0.253547,0.500000
12.4840,0.246089,0.253911,0.500000
12.5010,0.245762,0.254237,0.500000
12.5170,0.245492,0.254508,0.500000
12.5340,0.245246,0.254754,0.500000
12.5510,0.245045,0.254955,0.500000
12.5670,0.244898,0.255102,0.500000
12.5840,0.244788,0.255211,0.500000
12.6010,0.244727,0.255273,0.500000
12.6170,0.244713,0.255286,0.500000
12.6340,0.244746,0.255253,0.500000
12.6510,0.244828,0.255172,0.500000
12.6670,0.244948,0.255052,0.500000
12.6840,0.245119,0.254880,0.500000
12.7010,0.245335,0.254664,0.500000
12.7170,0.245577,0.254423,0.500000
12.7340,0.245872,0.254127,0.500000
12.7510,0.246205,0.253795,0.500000
12.7670,0.246548,0.253452,0.500000
12.7840,0.246942,0.253058,0.500000
12.8010,0.247363,0.252637,0.500000
12.8170,0.247779,0.252220,0.500000
12.8340,0.248240,0.251759,0.500000
12.8510,0.248715,0.251284,0.500000
12.8670,0.249172,0.250828,0.500000
12.8840,0.249662,0.250338,0.500000
12.9010,0.250154,0.249846,0.500000
12.9170,0.250613,0.249387,0.500000
12.9340,0.251094,0.248906,0.500000
12.9510,0.251563,0.248437,0.500000
12.9670,0.251990,0.248010,0.500000
12.9840,0.252423,0.247576,0.500000
13.0010,0.252833,0.247167,0.500000
13.0170,0.253193,0.246806,0.500000
13.0340,0.253546,0.246453,0.500000
13.0510,0.253865,0.246134,0.500000
13.0670,0.254132,0.245868,0.500000
13.0840,0.254377,0.245623,0.500000
13.1010,0.254581,0.245419,0.500000
13.1170,0.254734,0.245266,0.500000
13.1340,0.254853,0.245147,0.500000
13.1510,0.254927,0.245073,0.500000
13.1670,0.254955,0.245044,0.500000
13.1840,0.254941,0.245059,0.500000
13.2010,0.254881,0.245119,0.500000
13.2170,0.254784,0.245216,0.500000
13.2340,0.254638,0.245362,0.500000
13.2510,0.254450,0.245549,0.500000
13.2670,0.254237,0.245763,0.500000
13.2840,0.253973,0.246027,0.500000
13.3010,0.253674,0.246326,0.500000
13.3170,0.253362,0.246638,0.500000
13.3340,0.253002,0.246998,0.500000
13.3510,0.252616,0.247384,0.500000
13.3670,0.252232,0.247768,0.500000
13.3840,0.251805,0.248194,0.500000
13.4010,0.251364,0.248636,0.500000
13.4170,0.250938,0.249061,0.500000
13.4340,0.250479,0.249520,0.500000
13.4510,0.250018,0.249982,0.500000
13.4670,0.249585,0.250415,0.500000
13.4840,0.249130,0.250869,0.500000
13.5010,0.248685,0.251314,0.500000
13.5170,0.248279,0.251720,0.500000
13.5340,0.247865,0.252135,0.500000
13.5510,0.247471,0.252528,0.500000
13.5670,0.247124,0.252876,0.500000
13.5840,0.246781,0.253218,0.500000
13.6010,0.246470,0.253530,0.500000
13.6170,0.246208,0.253792,0.500000
13.6340,0.245964,0.254036,0.500000
13.6510,0.245758,0.254242,0.500000
13.6670,0.245601,0.254399,0.500000
13.6840,0.245473,0.254526,0.500000
13.7010,0.245388,0.254611,0.500000
13.7170,0.245347,0.254652,0.500000
13.7340,0.245346,0.254654,0.500000
13.7510,0.245386,0.254613,0.500000
13.7670,0.245464,0.254536,0.500000
13.7840,0.245586,0.254414,0.500000
13.8010,0.245749,0.254251,0.500000
13.8170,0.245937,0.254063,0.500000
13.8340,0.246172,0.253828,0.500000
13.8510,0.246442,0.253558,0.500000
13.8670,0.246725,0.253275,0.500000
13.8840,0.247054,0.252946,0.500000
13.9010,0.247409,0.252591,0.500000
13.9170,0.247763,0.252236,0.500000
13.9340,0.248159,0.251841,0.500000
13.9510,0.248569,0.251430,0.500000
13.9670,0.248967,0.251033,0.500000
13.9840,0.249397,0.250603,0.500000
14.0010,0.249831,0.250169,0.500000
14.0170,0.250239,0.249761,0.500000
14.0340,0.250669,0.249331,0.500000
14.0510,0.251092,0.248908,0.500000
14.0670,0.251479,0.248521,0.500000
14.0840,0.251875,0.248124,0.500000
14.1010,0.252253,0.247746,0.500000
14.1170,0.252589,0.247411,0.500000
14.1340,0.252921,0.247079,0.500000
14.1510,0.253225,0.246775,0.500000
14.1670,0.253483,0.246517,0.500000
14.1840,0.253725,0.246275,0.500000
14.2010,0.253932,0.246068,0.500000
14.2170,0.254093,0.245907,0.500000
14.2340,0.254226,0.245773,0.500000
14.2510,0.254321,0.245679,0.500000
14.2670,0.254373,0.245627,0.500000
14.2840,0.254389,0.245611,0.500000
14.3010,0.254365,0.245635,0.500000
14.3170,0.254305,0.245694,0.500000
14.3340,0.254204,0.245796,0.500000
14.3510,0.254064,0.245936,0.500000
14.3670,0.253899,0.246101,0.500000
14.3840,0.253689,0.246311,0.500000
14.4010,0.253446,0.246554,0.500000
14.4170,0.253189,0.246811,0.500000
14.4340,0.252888,0.247112,0.500000
14.4510,0.252562,0.247438,0.500000
14.4670,0.252234,0.247765,0.500000
14.4840,0.251867,0.248132,0.500000
14.5010,0.251485,0.248515,0.500000
14.5170,0.251113,0.248886,0.500000
14.5340,0.250710,0.249290,0.500000
14.5510,0.250302,0.249698,0.500000
14.5670,0.249916,0.250084,0.500000
14.5840,0.249508,0.250491,0.500000
14.6010,0.249107,0.250893,0.500000
14.6170,0.248737,0.251262,0.500000
14.6340,0.248358,0.251642,0.500000
14.6510,0.247995,0.252005,0.500000
14.6670,0.247671,0.252329,0.500000
14.6840,0.247348,0.252651,0.500000
14.7010,0.247052,0.252948,0.500000
14.7170,0.246798,0.253201,0.500000
14.7340,0.246559,0.253441,0.500000
14.7510,0.246351,0.253648,0.500000
14.7670,0.246188,0.253812,0.500000
14.7840,0.246048,0.253951,0.500000
14.8010,0.245946,0.254054,0.500000
14.8170,0.245884,0.254116,0.500000
14.8340,0.245855,0.254144,0.500000
14.8510,0.245865,0.254135,0.500000
14.8670,0.245908,0.254091,0.500000
14.8840,0.245991,0.254009,0.500000
14.9010,0.246111,0.253889,0.500000
14.9170,0.246255,0.253744,0.500000
14.9340,0.246442,0.253558,0.500000
14.9510,0.246661,0.253339,0.500000
14.9670,0.246894,0.253105,0.500000
14.9840,0.247169,0.252830,0.500000
15.0010,0.247469,0.252530,0.500000
15.0170,0.247772,0.252227,0.500000
15.0340,0.248113,0.251887,0.500000
15.0510,0.248470,0.251530,0.500000
15.0670,0.248817,0.251182,0.500000
15.0840,0.249196,0.250804,0.500000
15.1010,0.249581,0.250419,0.500000
15.1170,0.249945,0.250054,0.500000
15.1340,0.250332,0.249668,0.500000
15.1510,0.250714,0.249286,0.500000
15.1670,0.251066,0.248933,0.500000
15.1840,0.251430,0.248569,0.500000
15.2010,0.251780,0.248220,0.500000
15.2170,0.252092,0.247907,0.500000
15.2340,0.252405,0.247595,0.500000
15.2510,0.252694,0.247305,0.500000
15.2670,0.252943,0.247057,0.500000
15.2840,0.253180,0.246819,0.500000
15.3010,0.253387,0.246612,0.500000
15.3170,0.253553,0.246447,0.500000
15.3340,0.253697,0.246303,0.500000
15.3510,0.253806,0.246194,0.500000
15.3670,0.253876,0.246123,0.500000
15.3840,0.253916,0.246083,0.500000
15.4010,0.253920,0.246079,0.500000
15.4170,0.253891,0.246109,0.500000
15.4340,0.253825,0.246175,0.500000
15.4510,0.253724,0.246276,0.500000
15.4670,0.253598,0.246402,0.500000
15.4840,0.253432,0.246568,0.500000
15.5010,0.253235,0.246765,0.500000
15.5170,0.253023,0.246977,0.500000
15.5340,0.252772,0.247228,0.500000
15.5510,0.252496,0.247504,0.500000
15.5670,0.252216,0.247784,0.500000
15.5840,0.251899,0.248101,0.500000
15.6010,0.251566,0.248433,0.500000
15.6170,0.251241,0.248759,0.500000
15.6340,0.250885,0.249115,0.500000
15.6510,0.250522,0.249478,0.500000
15.6670,0.250177,0.249823,0.500000
15.6840,0.249810,0.250189,0.500000
15.7010,0.249446,0.250553,0.500000
15.7170,0.249110,0.250890,0.500000
15.7340,0.248761,0.251239,0.500000
15.7510,0.248425,0.251575,0.500000
15.7670,0.248123,0.251877,0.500000
15.7840,0.247819,0.252180,0.500000
15.8010,0.247537,0.252463,0.500000
15.8170,0.247293,0.252707,0.500000
15.8340,0.247059,0.252941,0.500000
15.8510,0.246852,0.253147,0.500000
15.8670,0.246685,0.253315,0.500000
15.8840,0.246538,0.253462,0.500000
15.9010,0.246423,0.253577,0.500000
15.9170,0.246345,0.253655,0.500000
15.9340,0.246295,0.253705,0.500000
15.9510,0.246279,0.253720,0.500000
15.9670,0.246296,0.253704,0.500000
15.9840,0.246347,0.253653,0.500000
16.0010,0.246431,0.253568,0.500000
16.0170,0.246541,0.253459,0.500000
16.0340,0.246687,0.253313,0.500000
16.0510,0.246864,0.253136,0.500000
16.0670,0.247056,0.252944,0.500000
16.0840,0.247286,0.252714,0.500000
16.1010,0.247540,0.252460,0.500000
16.1170,0.247799,0.252201,0.500000
16.1340,0.248093,0.251907,0.500000
16.1510,0.248404,0.251596,0.500000
16.1670,0.248709,0.251291,0.500000
16.1840,0.249044,0.250956,0.500000
16.2010,0.249386,0.250614,0.500000
16.2170,0.249713,0.250287,0.500000
16.2340,0.250061,0.249939,0.500000
16.2510,0.250408,0.249592,0.500000
16.2670,0.250730,0.249270,0.500000
16.2840,0.251064,0.248936,0.500000
16.3010,0.251388,0.248612,0.500000
16.3170,0.251680,0.248320,0.500000
16.3340,0.251974,0.248026,0.500000
16.3510,0.252249,0.247751,0.500000
16.3670,0.252488,0.247511,0.500000
16.3840,0.252719,0.247280,0.500000
16.4010,0.252925,0.247075,0.500000
16.4170,0.253093,0.246907,0.500000
16.4340,0.253243,0.246756,0.500000
16.4510,0.253363,0.246636,0.500000
16.4670,0.253448,0.246552,0.500000
16.4840,0.253506,0.246493,0.500000
16.5010,0.253532,0.246467,0.500000
16.5170,0.253527,0.246473,0.500000
16.5340,0.253490,0.246510,0.500000
16.5510,0.253421,0.246579,0.500000
16.5670,0.253327,0.246673,0.500000
16.5840,0.253198,0.246802,0.500000
16.6010,0.253040,0.246960,0.500000
16.6170,0.252866,0.247134,0.500000
16.6340,0.252656,0.247344,0.500000
16.6510,0.252422,0.247578,0.500000
16.6670,0.252182,0.247817,0.500000
16.6840,0.251909,0.248091,0.500000
16.7010,0.251618,0.248381,0.500000
16.7170,0.251332,0.248667,0.500000
16.7340,0.251017,0.248982,0.500000
16.7510,0.250694,0.249306,0.500000
16.7670,0.250385,0.249615,0.500000
16.7840,0.250054,0.249946,0.500000
16.8010,0.249723,0.250276,0.500000
16.8170,0.249415,0.250584,0.500000
16.8340,0.249094,0.250905,0.500000
16.8510,0.248783,0.251217,0.500000
16.8670,0.248501,0.251499,0.500000
16.8840,0.248215,0.251785,0.500000
16.9010,0.247947,0.252053,0.500000
16.9170,0.247712,0.252287,0.500000
16.9340,0.247484,0.252515,0.500000
16.9510,0.247280,0.252719,0.500000
16.9670,0.247112,0.252888,0.500000
16.9840,0.246959,0.253041,0.500000
17.0010,0.246835,0.253165,0.500000
17.0170,0.246745,0.253255,0.500000
17.0340,0.246678,0.253321,0.500000
17.0510,0.246643,0.253357,0.500000
17.0670,0.246638,0.253362,0.500000
17.0840,0.246663,0.253337,0.500000
17.1010,0.246718,0.253281,0.500000
17.1170,0.246798,0.253202,0.500000
17.1340,0.246911,0.253089,0.500000
17.1510,0.247052,0.252948,0.500000
17.1670,0.247209,0.252790,0.500000
17.1840,0.247401,0.252599,0.500000
17.2010,0.247616,0.252384,0.500000
17.2170,0.247838,0.252162,0.500000
17.2340,0.248092,0.251907,0.500000
17.2510,0.248363,0.251636,0.500000
17.2670,0.248632,0.251368,0.500000
17.2840,0.248928,0.251071,0.500000
17.3010,0.249234,0.250766,0.500000
17.3170,0.249527,0.250473,0.500000
17.3340,0.249842,0.250158,0.500000
17.3510,0.250157,0.249843,0.500000
17.3670,0.250452,0.249548,0.500000
17.3840,0.250760,0.249240,0.500000
17.4010,0.251060,0.248940,0.500000
17.4170,0.251333,0.248667,0.500000
17.4340,0.251610,0.248390,0.500000
17.4510,0.251871,0.248129,0.500000
17.4670,0.252101,0.247899,0.500000
17.4840,0.252325,0.247674,0.500000
17.5010,0.252528,0.247472,0.500000
17.5170,0.252696,0.247303,0.500000
17.5340,0.252851,0.247149,0.500000
17.5510,0.252979,0.247021,0.500000
17.5670,0.253074,0.246926,0.500000
17.5840,0.253147,0.246853,0.500000
17.6010,0.253191,0.246809,0.500000
17.6170,0.253205,0.246795,0.500000
17.6340,0.253191,0.246808,0.500000
17.6510,0.253149,0.246851,0.500000
17.6670,0.253082,0.246918,0.500000
17.6840,0.252983,0.247016,0.500000
17.7010,0.252858,0.247142,0.500000
17.7170,0.252716,0.247284,0.500000
17.7340,0.252541,0.247458,0.500000
17.7510,0.252344,0.247656,0.500000
17.7670,0.252139,0.247861,0.500000
17.7840,0.251902,0.248098,0.500000
17.8010,0.251649,0.248351,0.500000
17.8170,0.251397,0.248603,0.500000
17.8340,0.251118,0.248882,0.500000
17.8510,0.250829,0.249171,0.500000
17.8670,0.250551,0.249449,0.500000
17.8840,0.250252,0.249748,0.500000
17.9010,0.249951,0.250049,0.500000
17.9170,0.249669,0.250331,0.500000
17.9340,0.249373,0.250627,0.500000
17.9510,0.249084,0.250916,0.500000
17.9670,0.248820,0.251180,0.500000
17.9840,0.248551,0.251449,0.500000
18.0010,0.248296,0.251704,0.500000
18.0170,0.248071,0.251928,0.500000
18.0340,0.247850,0.252149,0.500000
18.0510,0.247650,0.252350,0.500000
18.0670,0.247481,0.252518,0.500000
18.0840,0.247325,0.252674,0.500000
18.1010,0.247195,0.252805,0.500000
18.1170,0.247095,0.252904,0.500000
18.1340,0.247016,0.252983,0.500000
18.1510,0.246965,0.253035,0.500000
18.1670,0.246942,0.253057,0.500000
18.1840,0.246946,0.253054,0.500000
18.2010,0.246977,0.253023,0.500000
18.2170,0.247032,0.252968,0.500000
18.2340,0.247117,0.252883,0.500000
18.2510,0.247228,0.252772,0.500000
18.2670,0.247356,0.252644,0.500000
18.2840,0.247515,0.252485,0.500000
18.3010,0.247696,0.252304,0.500000
18.3170,0.247886,0.252114,0.500000
18.3340,0.248105,0.251894,0.500000
18.3510,0.248342,0.251657,0.500000
18.3670,0.248578,0.251421,0.500000
18.3840,0.248841,0.251158,0.500000
18.4010,0.249114,0.250885,0.500000
18.4170,0.249378,0.250622,0.500000
18.4340,0.249663,0.250337,0.500000
18.4510,0.249950,0.250050,0.500000
18.4670,0.250220,0.249779,0.500000
18.4840,0.250504,0.249495,0.500000
18.5010,0.250783,0.249217,0.500000
18.5170,0.251038,0.248961,0.500000
18.5340,0.251299,0.248700,0.500000
18.5510,0.251547,0.248452,0.500000
18.5670,0.251768,0.248232,0.500000
18.5840,0.251985,0.248015,0.500000
18.6010,0.252183,0.247816,0.500000
18.6170,0.252351,0.247649,0.500000
18.6340,0.252508,0.247492,0.500000
18.6510,0.252641,0.247358,0.500000
18.6670,0.252744,0.247255,0.500000
18.6840,0.252829,0.247171,0.500000
18.7010,0.252887,0.247113,0.500000
18.7170,0.252917,0.247083,0.500000
18.7340,0.252923,0.247077,0.500000
18.7510,0.252902,0.247098,0.500000
18.7670,0.252858,0.247142,0.500000
18.7840,0.252786,0.247214,0.500000
18.8010,0.252688,0.247312,0.500000
18.8170,0.252573,0.247426,0.500000
18.8340,0.252429,0.247571,0.500000
18.8510,0.252263,0.247737,0.500000
18.8670,0.252087,0.247912,0.500000
18.8840,0.251883,0.248117,0.500000
18.9010,0.251662,0.248338,0.500000
18.9170,0.251440,0.248559,0.500000
18.9340,0.251193,0.248807,0.500000
18.9510,0.250935,0.249065,0.500000
18.9670,0.250684,0.249315,0.500000
18.9840,0.250413,0.249587,0.500000
19.0000,0.250155,0.249845,0.500000
19.0170,0.249880,0.250119,0.500000
19.0340,0.249607,0.250392,0.500000
19.0500,0.249354,0.250646,0.500000
19.0670,0.249092,0.250908,0.500000
19.0840,0.248839,0.251161,0.500000
19.1000,0.248611,0.251389,0.500000
19.1170,0.248381,0.251618,0.500000
19.1340,0.248168,0.251832,0.500000
19.1500,0.247983,0.252017,0.500000
19.1670,0.247804,0.252195,0.500000
19.1840,0.247647,0.252353,0.500000
19.2000,0.247519,0.252481,0.500000
19.2170,0.247406,0.252594,0.500000
19.2340,0.247316,0.252683,0.500000
19.2500,0.247255,0.252744,0.500000
19.2670,0.247215,0.252785,0.500000
19.2840,0.247201,0.252799,0.500000
19.3000,0.247211,0.252789,0.500000
19.3170,0.247246,0.252754,0.500000
19.3340,0.247307,0.252693,0.500000
19.3500,0.247387,0.252613,0.500000
19.3670,0.247495,0.252505,0.500000
19.3840,0.247626,0.252374,0.500000
19.4000,0.247768,0.252231,0.500000
19.4170,0.247940,0.252060,0.500000
19.4340,0.248129,0.251870,0.500000
19.4500,0.248323,0.251676,0.500000
19.4670,0.248544,0.251456,0.500000
19.4840,0.248777,0.251222,0.500000
19.5000,0.249007,0.250993,0.500000
19.5170,0.249259,0.250741,0.500000
19.5340,0.249517,0.250483,0.500000
19.5500,0.249763,0.250236,0.500000
19.5670,0.250027,0.249973,0.500000
19.5840,0.250289,0.249711,0.500000
19.6000,0.250533,0.249467,0.500000
19.6170,0.250787,0.249213,0.500000
19.6340,0.251032,0.248967,0.500000
19.6500,0.251254,0.248745,0.500000
19.6670,0.251478,0.248521,0.500000
19.6840,0.251688,0.248311,0.500000
19.7000,0.251871,0.248129,0.500000
19.7170,0.252048,0.247952,0.500000
19.7340,0.252206,0.247794,0.500000
19.7500,0.252335,0.247664,0.500000
19.7670,0.252452,0.247548,0.500000
19.7840,0.252545,0.247455,0.500000
19.8000,0.252611,0.247389,0.500000
19.8170,0.252658,0.247342,0.500000
19.8340,0.252680,0.247320,0.500000
19.8500,0.252678,0.247321,0.500000
19.8670,0.252653,0.247347,0.500000
19.8840,0.252602,0.247397,0.500000
19.9000,0.252533,0.247466,0.500000
19.9170,0.252437,0.247562,0.500000
19.9340,0.252319,0.247680,0.500000
19.9500,0.252189,0.247811,0.500000
19.9670,0.252031,0.247969,0.500000
19.9840,0.251855,0.248145,0.500000
20.0000,0.251674,0.248326,0.500000
20.0170,0.251467,0.248533,0.500000
20.0340,0.251247,0.248752,0.500000
20.0500,0.251030,0.248969,0.500000
20.0670,0.250791,0.249209,0.500000
20.0840,0.250545,0.249454,0.500000
20.1000,0.250310,0.249690,0.500000
20.1170,0.250058,0.249942,0.500000
20.1340,0.249806,0.250194,0.500000
20.1500,0.249570,0.250429,0.500000
20.1670,0.249325,0.250675,0.500000
20.1840,0.249087,0.250913,0.500000
20.2000,0.248870,0.251129,0.500000
20.2170,0.248651,0.251348,0.500000
20.2340,0.248445,0.251554,0.500000
20.2500,0.248265,0.251735,0.500000
20.2670,0.248089,0.251911,0.500000
20.2840,0.247932,0.252068,0.500000
20.3000,0.247801,0.252199,0.500000
20.3170,0.247682,0.252317,0.500000
20.3340,0.247585,0.252415,0.500000
20.3500,0.247514,0.252485,0.500000
20.3670,0.247462,0.252538,0.500000
20.3840,0.247432,0.252567,0.500000
20.4000,0.247427,0.252573,0.500000
20.4170,0.247443,0.252556,0.500000
20.4340,0.247484,0.252516,0.500000
20.4500,0.247543,0.252457,0.500000
20.4670,0.247628,0.252372,0.500000
20.4840,0.247734,0.252266,0.500000
20.5000,0.247853,0.252147,0.500000
20.5170,0.247998,0.252002,0.500000
20.5340,0.248161,0.251838,0.500000
20.5500,0.248330,0.251669,0.500000
20.5670,0.248524,0.251476,0.500000
20.5840,0.248731,0.251268,0.500000
20.6000,0.248936,0.251063,0.500000
20.6170,0.249163,0.250836,0.500000
20.6340,0.249397,0.250602,0.500000
20.6500,0.249622,0.250378,0.500000
20.6670,0.249864,0.250136,0.500000
20.6840,0.250106,0.249894,0.500000
20.7000,0.250333,0.249667,0.500000
20.7170,0.250570,0.249430,0.500000
20.7340,0.250801,0.249198,0.500000
20.7500,0.251012,0.248988,0.500000
20.7670,0.251226,0.248774,0.500000
20.7840,0.251428,0.248571,0.500000
20.8000,0.251606,0.248393,0.500000
20.8170,0.251780,0.248219,0.500000
20.8340,0.251938,0.248062,0.500000
20.8500,0.252069,0.247931,0.500000
20.8670,0.252190,0.247810,0.500000
20.8840,0.252290,0.247710,0.500000
20.9000,0.252365,0.247635,0.500000
20.9170,0.252423,0.247577,0.500000
20.9340,0.252459,0.247541,0.500000
20.9500,0.252472,0.247528,0.500000
20.9670,0.252463,0.247537,0.500000
20.9840,0.252432,0.247568,0.500000
21.0000,0.252382,0.247618,0.500000
21.0170,0.252308,0.247692,0.500000
21.0340,0.252212,0.247787,0.500000
21.0500,0.252104,0.247895,0.500000
21.0670,0.251971,0.248029,0.500000
21.0840,0.251820,0.248180,0.500000
21.1000,0.251662,0.248338,0.500000
21.1170,0.251480,0.248519,0.500000
21.1340,0.251285,0.248714,0.500000
21.1500,0.251092,0.248908,0.500000
21.1670,0.250876,0.249123,0.500000
21.1840,0.250654,0.249346,0.500000
21.2000,0.250439,0.249561,0.500000
21.2170,0.250207,0.249793,0.500000
21.2340,0.249974,0.250025,0.500000
21.2500,0.249756,0.250244,0.500000
21.2670,0.249526,0.250473,0.500000
21.2840,0.249302,0.250698,0.500000
21.3000,0.249097,0.250903,0.500000
21.3170,0.248888,0.251112,0.500000
21.3340,0.248689,0.251310,0.500000
21.3500,0.248514,0.251486,0.500000
21.3670,0.248341,0.251658,0.500000
21.3840,0.248185,0.251815,0.500000
21.4000,0.248053,0.251947,0.500000
21.4170,0.247930,0.252069,0.500000
21.4340,0.247827,0.252172,0.500000
21.4500,0.247749,0.252251,0.500000
21.4670,0.247686,0.252314,0.500000
21.4840,0.247644,0.252355,0.500000
21.5000,0.247625,0.252375,0.500000
21.5170,0.247626,0.252374,0.500000
21.5340,0.247649,0.252351,0.500000
21.5500,0.247690,0.252310,0.500000
21.5670,0.247755,0.252245,0.500000
21.5840,0.247839,0.252160,0.500000
21.6000,0.247937,0.252062,0.500000
21.6170,0.248060,0.251940,0.500000
21.6340,0.248200,0.251800,0.500000
21.6500,0.248346,0.251653,0.500000
21.6670,0.248516,0.251483,0.500000
21.6840,0.248700,0.251300,0.500000
21.7000,0.248883,0.251117,0.500000
21.7170,0.249087,0.250912,0.500000
21.7340,0.249299,0.250700,0.500000
21.7500,0.249505,0.250495,0.500000
21.7670,0.249726,0.250273,0.500000
21.7840,0.249950,0.250049,0.500000
21.8000,0.250161,0.249839,0.500000
21.8170,0.250383,0.249617,0.500000
21.8340,0.250601,0.249399,0.500000
21.8500,0.250800,0.249200,0.500000
21.8670,0.251004,0.248995,0.500000
21.8840,0.251199,0.248801,0.500000
21.9000,0.251372,0.248628,0.500000
21.9170,0.251542,0.248457,0.500000
21.9340,0.251698,0.248301,0.500000
21.9500,0.251831,0.248169,0.500000
21.9670,0.251954,0.248045,0.500000
21.9840,0.252060,0.247940,0.500000
22.0000,0.252141,0.247858,0.500000
22.0170,0.252209,0.247791,0.500000
22.0340,0.252256,0.247744,0.500000
22.0500,0.252281,0.247719,0.500000
22.0670,0.252287,0.247713,0.500000
22.0840,0.252272,0.247728,0.500000
22.1000,0.252239,0.247761,0.500000
22.1170,0.252183,0.247816,0.500000
22.1340,0.252108,0.247892,0.500000
22.1500,0.252020,0.247980,0.500000
22.1670,0.251908,0.248092,0.500000
22.1840,0.251779,0.248221,0.500000
22.2000,0.251642,0.248357,0.500000
22.2170,0.251483,0.248517,0.500000
22.2340,0.251310,0.248689,0.500000
22.2500,0.251137,0.248862,0.500000
22.2670,0.250944,0.249056,0.500000
22.2840,0.250742,0.249258,0.500000
22.3000,0.250546,0.249454,0.500000
22.3170,0.250333,0.249666,0.500000
22.3340,0.250118,0.249882,0.500000
22.3500,0.249915,0.250085,0.500000
22.3670,0.249701,0.250299,0.500000
22.3840,0.249489,0.250510,0.500000
22.4000,0.249295,0.250704,0.500000
22.4170,0.249096,0.250904,0.500000
22.4340,0.248905,0.251095,0.500000
22.4500,0.248735,0.251264,0.500000
22.4670,0.248566,0.251433,0.500000
22.4840,0.248411,0.251588,0.500000
22.5000,0.248279,0.251721,0.500000
22.5170,0.248154,0.251846,0.500000
22.5340,0.248047,0.251953,0.500000
22.5500,0.247962,0.252038,0.500000
22.5670,0.247891,0.252109,0.500000
22.5840,0.247839,0.252161,0.500000
22.6000,0.247808,0.252191,0.500000
22.6170,0.247796,0.252204,0.500000
22.6340,0.247804,0.252196,0.500000
22.6500,0.247829,0.252170,0.500000
22.6670,0.247876,0.252124,0.500000
22.6840,0.247942,0.252057,0.500000
22.7000,0.248022,0.251978,0.500000
22.7170,0.248124,0.251876,0.500000
22.7340,0.248243,0.251757,0.500000
22.7500,0.248370,0.251630,0.500000
22.7670,0.248518,0.251481,0.500000
22.7840,0.248681,0.251319,0.500000
22.8000,0.248844,0.251156,0.500000
22.8170,0.249028,0.250972,0.500000
22.8340,0.249220,0.250780,0.500000
22.8500,0.249407,0.250593,0.500000
22.8670,0.249611,0.250389,0.500000
22.8840,0.249817,0.250182,0.500000
22.9000,0.250013,0.249987,0.500000
22.9170,0.250220,0.249779,0.500000
22.9340,0.250425,0.249574,0.500000
22.9500,0.250614,0.249386,0.500000
22.9670,0.250809,0.249191,0.500000
22.9840,0.250996,0.249004,0.500000
23.0000,0.251163,0.248837,0.500000
23.0170,0.251329,0.248670,0.500000
23.0340,0.251483,0.248516,0.500000
23.0500,0.251616,0.248384,0.500000
23.0670,0.251741,0.248258,0.500000
23.0840,0.251851,0.248149,0.500000
23.1000,0.251938,0.248062,0.500000
23.1170,0.252013,0.247987,0.500000
23.1340,0.252069,0.247931,0.500000
23.1500,0.252104,0.247895,0.500000
23.1670,0.252123,0.247877,0.500000
23.1840,0.252122,0.247878,0.500000
